Invoice No,actual_shipment_date,Cust Po,Pick Ticket,customer.customer_id,customer.customer_name,order_number,PO Date,product.ndc,product.description,Category,Source,Batch,Exp Date,shipped_quantity,Size/dimensions,Pill Count,unit_selling_price,Freight,Gross_sales,Discount,Final Inv Amt,MM-YEAR,Contract ID,DEANO,DEA Exp Date,State Lic,State Lic Exp Dt,Ship To Code,Customer Name,STREET,address.city,address.state,address.postal_code,Shipping Method,Trecking No,Rxtpl Delivery No,RxtplInvoiceNo,Transfer_price,contract_price,ordered_quantity
6040270,3/13/2023,C5319836KAN,20128474,1018223,CARDINAL HEALTH INC,1028304,3/14/2023,70756-214-90,FENOFIBRATE TABLETS USP 54 MG 90'S,Non-controlled,MANKIND PHARMA LTD UNIT-3,V3JKV005,8/31/2025,36,90'S,0,19.15,0,689.4,0,689.4,Mar-23,LPCAH001,RW0191926,5/31/2023,900554,10/31/2023,1018245,CARDINAL HEALTH-DC KAN# 27,7601 NE GARDNER AVE,KANSAS CITY,MO,64120,,,,,,,,
6040270,3/13/2023,C5319836KAN,20128474,1018223,CARDINAL HEALTH INC,1028304,3/14/2023,70756-215-51,FENOFIBRATE TABLETS USP 160 MG 500'S,Non-controlled,MANKIND PHARMA LTD UNIT-3,V9JKV050,10/31/2025,6,500'S,0,194.45,0,"1,166.70",0,"1,166.70",Mar-23,LPCAH001,RW0191926,5/31/2023,900554,10/31/2023,1018245,CARDINAL HEALTH-DC KAN# 27,7601 NE GARDNER AVE,KANSAS CITY,MO,64120,,,,,,,,
6040270,3/13/2023,C5319836KAN,20128474,1018223,CARDINAL HEALTH INC,1028304,3/14/2023,70756-215-90,FENOFIBRATE TABLETS USP 160 MG 90'S,Non-controlled,MANKIND PHARMA LTD UNIT-3,V8JKV012,9/30/2025,72,90'S,0,35,0,"2,520.00",0,"2,520.00",Mar-23,LPCAH001,RW0191926,5/31/2023,900554,10/31/2023,1018245,CARDINAL HEALTH-DC KAN# 27,7601 NE GARDNER AVE,KANSAS CITY,MO,64120,,1ZA02E120305143038 1ZA02E120305143038,,,,,,
6040270,3/13/2023,C5319836KAN,20128474,1018223,CARDINAL HEALTH INC,1028304,3/14/2023,70756-206-11,AMITRIPTYLINE HCL TABLETS USP 150MG-100S,Non-controlled,MANKIND PHARMA LTD UNIT-3,Z3JKW001,11/30/2025,72,100'S,0,38.5,0,"2,772.00",0,"2,772.00",Mar-23,LPCAH001,RW0191926,5/31/2023,900554,10/31/2023,1018245,CARDINAL HEALTH-DC KAN# 27,7601 NE GARDNER AVE,KANSAS CITY,MO,64120,,1ZA02E120305143001 1ZA02E120305143001,,,,,,
6040270,3/13/2023,C5319836KAN,20128474,1018223,CARDINAL HEALTH INC,1028304,3/14/2023,70756-203-12,AMITRIPTYLINE HCL TABLETS USP 50MG-1000S,Non-controlled,MANKIND PHARMA LTD UNIT-3,0AJKW001,11/30/2025,24,1000'S,0,180,0,"4,320.00",0,"4,320.00",Mar-23,LPCAH001,RW0191926,5/31/2023,900554,10/31/2023,1018245,CARDINAL HEALTH-DC KAN# 27,7601 NE GARDNER AVE,KANSAS CITY,MO,64120,,,,,,,,
6040270,3/13/2023,C5319836KAN,20128474,1018223,CARDINAL HEALTH INC,1028304,3/14/2023,70756-202-12,AMITRIPTYLINE HCL TABLETS USP 25MG-1000S,Non-controlled,MANKIND PHARMA LTD UNIT-3,Z7JKV005,11/30/2025,96,1000'S,0,85,0,"8,160.00",0,"8,160.00",Mar-23,LPCAH001,RW0191926,5/31/2023,900554,10/31/2023,1018245,CARDINAL HEALTH-DC KAN# 27,7601 NE GARDNER AVE,KANSAS CITY,MO,64120,,,,,,,,
6040270,3/13/2023,C5319836KAN,20128474,1018223,CARDINAL HEALTH INC,1028304,3/14/2023,70756-202-11,AMITRIPTYLINE HCL TABLETS USP 25MG-100S,Non-controlled,MANKIND PHARMA LTD UNIT-3,Z6JKV008,11/30/2025,456,100'S,0,8.5,0,"3,876.00",0,"3,876.00",Mar-23,LPCAH001,RW0191926,5/31/2023,900554,10/31/2023,1018245,CARDINAL HEALTH-DC KAN# 27,7601 NE GARDNER AVE,KANSAS CITY,MO,64120,,,,,,,,
6040270,3/13/2023,C5319836KAN,20128474,1018223,CARDINAL HEALTH INC,1028304,3/14/2023,70756-701-30,ALOSETRON TABLETS USP 1 MG 30S,Non-controlled,MANKIND PHARMA LTD UNIT-3,Q3JKV005,10/31/2025,24,30'S,0,310,0,"7,440.00",0,"7,440.00",Mar-23,LPCAH001,RW0191926,5/31/2023,900554,10/31/2023,1018245,CARDINAL HEALTH-DC KAN# 27,7601 NE GARDNER AVE,KANSAS CITY,MO,64120,,1ZA02E120305142959 1ZA02E120305142959 1ZA02E120305142959 1ZA02E120305142959 1ZA02E120305142959,,,,,,
6040270,3/13/2023,C5319836KAN,20128474,1018223,CARDINAL HEALTH INC,1028304,3/14/2023,70756-702-30,ALOSETRON TABLETS USP 0.5 MG 30'S,Non-controlled,MANKIND PHARMA LTD UNIT-3,Q0JKV003,10/31/2025,12,30'S,0,155,0,"1,860.00",0,"1,860.00",Mar-23,LPCAH001,RW0191926,5/31/2023,900554,10/31/2023,1018245,CARDINAL HEALTH-DC KAN# 27,7601 NE GARDNER AVE,KANSAS CITY,MO,64120,,,,,,,,
6040271,3/6/2023,AKC2,20128399,1018224,CARDINAL HEALTH PR,1028243,3/14/2023,70756-214-90,FENOFIBRATE TABLETS USP 54 MG 90'S,Non-controlled,MANKIND PHARMA LTD UNIT-3,V3JKV005,8/31/2025,72,90'S,0,19.15,0,"1,378.80",0,"1,378.80",Mar-23,LPCPR001,RB0374683,8/31/2023,,,1018282,CARDINAL HEALTH-DC GUA# 66,CENTRO INTERNACIONAL DE,GUAYNABO,PR,965,,,,,,,,
6040271,3/6/2023,AKC2,20128399,1018224,CARDINAL HEALTH PR,1028243,3/14/2023,70756-215-90,FENOFIBRATE TABLETS USP 160 MG 90'S,Non-controlled,MANKIND PHARMA LTD UNIT-3,V8JKV011,9/30/2025,120,90'S,0,35,0,"4,200.00",0,"4,200.00",Mar-23,LPCPR001,RB0374683,8/31/2023,,,1018282,CARDINAL HEALTH-DC GUA# 66,CENTRO INTERNACIONAL DE,GUAYNABO,PR,965,,1ZA02E120305143083,,,,,,
6040271,3/6/2023,AKC2,20128399,1018224,CARDINAL HEALTH PR,1028243,3/14/2023,70756-806-30,LANSOPRAZOLE DELAYED RELEASE CAPSULES 15,Non-controlled,Inventia Healthcare Limited,A0IOV006,5/31/2024,24,30,720,5,0,120,0,120,Mar-23,LPCPR001,RB0374683,8/31/2023,,,1018282,CARDINAL HEALTH-DC GUA# 66,CENTRO INTERNACIONAL DE,GUAYNABO,PR,965,,1ZA02E120305142995 1ZA02E120305142995 1ZA02E120305142995 1ZA02E120305142995,,,,,,
6040271,3/6/2023,AKC2,20128399,1018224,CARDINAL HEALTH PR,1028243,3/14/2023,70756-703-60,RANOLAZINE ER TABLETS 500MG 60'S PACK,Non-controlled,MANKIND PHARMA LTD UNIT-3,S0JKV024,10/31/2025,24,500MG,0,17.5,0,420,0,420,Mar-23,LPCPR001,RB0374683,8/31/2023,,,1018282,CARDINAL HEALTH-DC GUA# 66,CENTRO INTERNACIONAL DE,GUAYNABO,PR,965,,,,,,,,
6040272,3/8/2023,39378110,20128363,1018504,Amerisource Bergen Corp,1028214,3/14/2023,70756-423-22,OMEGA-3 ACID ETH.ESTERS CAPSULES USP 1GM,Non-controlled,SOFTGEL HEALTHCARE PVT LTD,S2220809,8/31/2024,24,120CT.,0,22.5,0,540,0,540,Mar-23,LPABC001,RA0515063,7/31/2023,PHWH004101,6/30/2023,1018526,AMERISOURCE BERGEN -DC DIV 39,3930 MASON MILL ROAD,BUFORD,GA,30518,,1ZA02E120305144840 1ZA02E120305144840 1ZA02E120305144840 1ZA02E120305144840 1ZA02E120305144840,,,,,,
6040272,3/8/2023,39378110,20128363,1018504,Amerisource Bergen Corp,1028214,3/14/2023,70756-085-11,"BACLOFEN TABLETS 5MG, 100CT.",Non-controlled,MANKIND PHARMA LTD UNIT-3,YYJKV007,9/30/2024,24,100CT.,0,35,0,840,0,840,Mar-23,LPABC001,RA0515063,7/31/2023,PHWH004101,6/30/2023,1018526,AMERISOURCE BERGEN -DC DIV 39,3930 MASON MILL ROAD,BUFORD,GA,30518,,,,,,,,
6040272,3/8/2023,39378110,20128363,1018504,Amerisource Bergen Corp,1028214,3/14/2023,70756-201-12,AMITRIPTYLINE HCL TABLETS USP 10MG-1000s,Non-controlled,MANKIND PHARMA LTD UNIT-3,Z0JKV003,7/31/2025,24,1000'S,0,65,0,"1,560.00",0,"1,560.00",Mar-23,LPABC001,RA0515063,7/31/2023,PHWH004101,6/30/2023,1018526,AMERISOURCE BERGEN -DC DIV 39,3930 MASON MILL ROAD,BUFORD,GA,30518,,,,,,,,
6040272,3/8/2023,39378110,20128363,1018504,Amerisource Bergen Corp,1028214,3/14/2023,70756-215-51,FENOFIBRATE TABLETS USP 160 MG 500'S,Non-controlled,MANKIND PHARMA LTD UNIT-3,V9JKV048,9/30/2025,6,500'S,0,194.45,0,"1,166.70",0,"1,166.70",Mar-23,LPABC001,RA0515063,7/31/2023,PHWH004101,6/30/2023,1018526,AMERISOURCE BERGEN -DC DIV 39,3930 MASON MILL ROAD,BUFORD,GA,30518,,1ZA02E120305144804 1ZA02E120305144804,,,,,,
6040272,3/8/2023,39378110,20128363,1018504,Amerisource Bergen Corp,1028214,3/14/2023,70756-430-11,PRAZOSIN HCL CAPSULES USP 2 MG 100S,Non-controlled,MANKIND PHARMA LTD UNIT-3,9PJKV003,11/30/2024,48,100CT.,0,16,0,768,0,768,Mar-23,LPABC001,RA0515063,7/31/2023,PHWH004101,6/30/2023,1018526,AMERISOURCE BERGEN -DC DIV 39,3930 MASON MILL ROAD,BUFORD,GA,30518,,,,,,,,
6040272,3/8/2023,39378110,20128363,1018504,Amerisource Bergen Corp,1028214,3/14/2023,70756-429-11,PRAZOSIN HCL CAPSULES USP 1 MG 100S,Non-controlled,MANKIND PHARMA LTD UNIT-3,7PJKW001,11/30/2024,96,100CT.,0,13,0,"1,248.00",0,"1,248.00",Mar-23,LPABC001,RA0515063,7/31/2023,PHWH004101,6/30/2023,1018526,AMERISOURCE BERGEN -DC DIV 39,3930 MASON MILL ROAD,BUFORD,GA,30518,,,,,,,,
6040272,3/8/2023,39378110,20128363,1018504,Amerisource Bergen Corp,1028214,3/14/2023,70756-614-30,"PHENYLEPHRINE HCL OPH. SOLN. USP, 10%",Non-controlled,MANKIND PHARMA LTD- UNIT 3(BLOCK D),C4JXV002,5/30/2024,288,5ML,0,40,0,"11,520.00",0,"11,520.00",Mar-23,LPABC001,RA0515063,7/31/2023,PHWH004101,6/30/2023,1018526,AMERISOURCE BERGEN -DC DIV 39,3930 MASON MILL ROAD,BUFORD,GA,30518,,,,,,,,
6040272,3/8/2023,39378110,20128363,1018504,Amerisource Bergen Corp,1028214,3/14/2023,70756-629-25,"PHENYLEPHRINE HCL OPH SOLN., USP, 2.5%",Non-controlled,MANKIND PHARMA LTD- UNIT 3(BLOCK D),B5JXV004,11/30/2024,432,2ML,0,32.5,0,"14,040.00",0,"14,040.00",Mar-23,LPABC001,RA0515063,7/31/2023,PHWH004101,6/30/2023,1018526,AMERISOURCE BERGEN -DC DIV 39,3930 MASON MILL ROAD,BUFORD,GA,30518,,,,,,,,
6040272,3/8/2023,39378110,20128363,1018504,Amerisource Bergen Corp,1028214,3/14/2023,70756-202-11,AMITRIPTYLINE HCL TABLETS USP 25MG-100S,Non-controlled,MANKIND PHARMA LTD UNIT-3,Z6JKV008,11/30/2025,24,100'S,0,8.5,0,204,0,204,Mar-23,LPABC001,RA0515063,7/31/2023,PHWH004101,6/30/2023,1018526,AMERISOURCE BERGEN -DC DIV 39,3930 MASON MILL ROAD,BUFORD,GA,30518,,,,,,,,
6040272,3/8/2023,39378110,20128363,1018504,Amerisource Bergen Corp,1028214,3/14/2023,70756-609-15,"OFLOXACIN OTIC SOLUTION, 0.3% (5ML FILL)",Non-controlled,MANKIND PHARMA LTD- UNIT 3(BLOCK D),B1JXV017,11/30/2024,192,5 ML,0,15,0,"2,880.00",0,"2,880.00",Mar-23,LPABC001,RA0515063,7/31/2023,PHWH004101,6/30/2023,1018526,AMERISOURCE BERGEN -DC DIV 39,3930 MASON MILL ROAD,BUFORD,GA,30518,,1ZA02E120305144822 1ZA02E120305144822 1ZA02E120305144822 1ZA02E120305144822,,,,,,
6040272,3/8/2023,39378110,20128363,1018504,Amerisource Bergen Corp,1028214,3/14/2023,70756-720-11,ACETAZOLAMIDE TABLETS USP 125 MG 100'S,Non-controlled,MANKIND PHARMA LTD UNIT-3,TEJKV002,8/31/2025,12,100'S,0,26,0,312,0,312,Mar-23,LPABC001,RA0515063,7/31/2023,PHWH004101,6/30/2023,1018526,AMERISOURCE BERGEN -DC DIV 39,3930 MASON MILL ROAD,BUFORD,GA,30518,,1ZA02E120305144742 1ZA02E120305144742 1ZA02E120305144742 1ZA02E120305144742 1ZA02E120305144742 1ZA02E120305144742,,,,,,
6040272,3/8/2023,39378110,20128363,1018504,Amerisource Bergen Corp,1028214,3/14/2023,70756-721-11,ACETAZOLAMIDE TABLETS USP 250 MG 100'S,Non-controlled,MANKIND PHARMA LTD UNIT-3,TFJKV004,10/31/2025,48,100'S,0,35,0,"1,680.00",0,"1,680.00",Mar-23,LPABC001,RA0515063,7/31/2023,PHWH004101,6/30/2023,1018526,AMERISOURCE BERGEN -DC DIV 39,3930 MASON MILL ROAD,BUFORD,GA,30518,,1ZA02E120305144724 1ZA02E120305144724,,,,,,
6040272,3/8/2023,39378110,20128363,1018504,Amerisource Bergen Corp,1028214,3/14/2023,70756-215-90,FENOFIBRATE TABLETS USP 160 MG 90'S,Non-controlled,MANKIND PHARMA LTD UNIT-3,V8JKV011,9/30/2025,48,90'S,0,35,0,"1,680.00",0,"1,680.00",Mar-23,LPABC001,RA0515063,7/31/2023,PHWH004101,6/30/2023,1018526,AMERISOURCE BERGEN -DC DIV 39,3930 MASON MILL ROAD,BUFORD,GA,30518,,,,,,,,
6040272,3/8/2023,39378110,20128363,1018504,Amerisource Bergen Corp,1028214,3/14/2023,70756-214-90,FENOFIBRATE TABLETS USP 54 MG 90'S,Non-controlled,MANKIND PHARMA LTD UNIT-3,V3JKV005,8/31/2025,96,90'S,0,19.15,0,"1,838.40",0,"1,838.40",Mar-23,LPABC001,RA0515063,7/31/2023,PHWH004101,6/30/2023,1018526,AMERISOURCE BERGEN -DC DIV 39,3930 MASON MILL ROAD,BUFORD,GA,30518,,,,,,,,
6040272,3/8/2023,39378110,20128363,1018504,Amerisource Bergen Corp,1028214,3/14/2023,70756-807-51,LANSOPRAZOLE DELAYED RELEASE CAPSULES30,Non-controlled,Inventia Healthcare Limited,A3IOV012,8/31/2024,12,500,"6,000.00",48.05,0,576.6,0,576.6,Mar-23,LPABC001,RA0515063,7/31/2023,PHWH004101,6/30/2023,1018526,AMERISOURCE BERGEN -DC DIV 39,3930 MASON MILL ROAD,BUFORD,GA,30518,,,,,,,,
6040272,3/8/2023,39378110,20128363,1018504,Amerisource Bergen Corp,1028214,3/14/2023,70756-407-11,CLOMIPRAMINE HYDROCHLORIDE CAPSULES 75MG,Non-controlled,MANKIND PHARMA LTD UNIT-3,VRJKV001,8/31/2025,12,75MG,0,45,0,540,0,540,Mar-23,LPABC001,RA0515063,7/31/2023,PHWH004101,6/30/2023,1018526,AMERISOURCE BERGEN -DC DIV 39,3930 MASON MILL ROAD,BUFORD,GA,30518,,,,,,,,
6040273,3/13/2023,C5319808LAK,20128469,1018223,CARDINAL HEALTH INC,1028300,3/14/2023,70756-703-60,RANOLAZINE ER TABLETS 500MG 60'S PACK,Non-controlled,MANKIND PHARMA LTD UNIT-3,S0JKV024,10/31/2025,960,500MG,0,17.5,0,"16,800.00",0,"16,800.00",Mar-23,LPCAH001,RC0182080,5/31/2023,22913,7/31/2024,1018235,CARDINAL HEALTH-DC LAK# 11,2045 INTERSTATE DRIVE,LAKELAND,FL,30805,,,,,,,,
6040273,3/13/2023,C5319808LAK,20128469,1018223,CARDINAL HEALTH INC,1028300,3/14/2023,70756-704-60,RANOLAZINE ER TABLETS 1000MG 60'S PACK,Non-controlled,MANKIND PHARMA LTD UNIT-3,S3JKV011,9/30/2025,228,1000MG,0,28.05,0,"6,395.40",0,"6,395.40",Mar-23,LPCAH001,RC0182080,5/31/2023,22913,7/31/2024,1018235,CARDINAL HEALTH-DC LAK# 11,2045 INTERSTATE DRIVE,LAKELAND,FL,30805,,,,,,,,
6040273,3/13/2023,C5319808LAK,20128469,1018223,CARDINAL HEALTH INC,1028300,3/14/2023,70756-814-90,OLME MEDO & HCTZ TABS 40MG/ 25MG 90'S,Non-controlled,UMEDICA LABORATORIES PVT LTD,U22T1235A,11/30/2024,24,90'S,0,36,0,864,0,864,Mar-23,LPCAH001,RC0182080,5/31/2023,22913,7/31/2024,1018235,CARDINAL HEALTH-DC LAK# 11,2045 INTERSTATE DRIVE,LAKELAND,FL,30805,,,,,,,,
6040273,3/13/2023,C5319808LAK,20128469,1018223,CARDINAL HEALTH INC,1028300,3/14/2023,70756-813-90,OLME MEDO & HCTZ TABS 40MG/ 12.5MG 90'S,Non-controlled,UMEDICA LABORATORIES PVT LTD,U22T1166A,10/31/2024,24,90'S,0,36,0,864,0,864,Mar-23,LPCAH001,RC0182080,5/31/2023,22913,7/31/2024,1018235,CARDINAL HEALTH-DC LAK# 11,2045 INTERSTATE DRIVE,LAKELAND,FL,30805,,NONE NONE NONE NONE NONE NONE NONE NONE NONE NONE NONE NONE NONE NONE NONE NONE NONE NONE NONE NONE,,,,,,
6040273,3/13/2023,C5319808LAK,20128469,1018223,CARDINAL HEALTH INC,1028300,3/14/2023,70756-813-30,OLME MEDO & HCTZ TABS 40MG/ 12.5MG 30'S,Non-controlled,UMEDICA LABORATORIES PVT LTD,U22T1238A,11/30/2024,48,30'S,0,12,0,576,0,576,Mar-23,LPCAH001,RC0182080,5/31/2023,22913,7/31/2024,1018235,CARDINAL HEALTH-DC LAK# 11,2045 INTERSTATE DRIVE,LAKELAND,FL,30805,,,,,,,,
6040273,3/13/2023,C5319808LAK,20128469,1018223,CARDINAL HEALTH INC,1028300,3/14/2023,70756-812-90,OLME MEDO & HCTZ TABS 20MG/ 12.5MG 90'S,Non-controlled,UMEDICA LABORATORIES PVT LTD,U22T0924A,7/31/2024,48,90'S,0,30,0,"1,440.00",0,"1,440.00",Mar-23,LPCAH001,RC0182080,5/31/2023,22913,7/31/2024,1018235,CARDINAL HEALTH-DC LAK# 11,2045 INTERSTATE DRIVE,LAKELAND,FL,30805,,,,,,,,
6040273,3/13/2023,C5319808LAK,20128469,1018223,CARDINAL HEALTH INC,1028300,3/14/2023,70756-609-15,"OFLOXACIN OTIC SOLUTION, 0.3% (5ML FILL)",Non-controlled,MANKIND PHARMA LTD- UNIT 3(BLOCK D),B1JXV017,11/30/2024,48,5 ML,0,15,0,720,0,720,Mar-23,LPCAH001,RC0182080,5/31/2023,22913,7/31/2024,1018235,CARDINAL HEALTH-DC LAK# 11,2045 INTERSTATE DRIVE,LAKELAND,FL,30805,,,,,,,,
6040273,3/13/2023,C5319808LAK,20128469,1018223,CARDINAL HEALTH INC,1028300,3/14/2023,70756-806-30,LANSOPRAZOLE DELAYED RELEASE CAPSULES 15,Non-controlled,Inventia Healthcare Limited,A0IOV006,5/31/2024,168,30,"5,040.00",5,0,840,0,840,Mar-23,LPCAH001,RC0182080,5/31/2023,22913,7/31/2024,1018235,CARDINAL HEALTH-DC LAK# 11,2045 INTERSTATE DRIVE,LAKELAND,FL,30805,,,,,,,,
6040273,3/13/2023,C5319808LAK,20128469,1018223,CARDINAL HEALTH INC,1028300,3/14/2023,70756-214-90,FENOFIBRATE TABLETS USP 54 MG 90'S,Non-controlled,MANKIND PHARMA LTD UNIT-3,V3JKV005,8/31/2025,204,90'S,0,19.15,0,"3,906.60",0,"3,906.60",Mar-23,LPCAH001,RC0182080,5/31/2023,22913,7/31/2024,1018235,CARDINAL HEALTH-DC LAK# 11,2045 INTERSTATE DRIVE,LAKELAND,FL,30805,,,,,,,,
6040273,3/13/2023,C5319808LAK,20128469,1018223,CARDINAL HEALTH INC,1028300,3/14/2023,70756-215-51,FENOFIBRATE TABLETS USP 160 MG 500'S,Non-controlled,MANKIND PHARMA LTD UNIT-3,V9JKV050,10/31/2025,6,500'S,0,194.45,0,"1,166.70",0,"1,166.70",Mar-23,LPCAH001,RC0182080,5/31/2023,22913,7/31/2024,1018235,CARDINAL HEALTH-DC LAK# 11,2045 INTERSTATE DRIVE,LAKELAND,FL,30805,,,,,,,,
6040273,3/13/2023,C5319808LAK,20128469,1018223,CARDINAL HEALTH INC,1028300,3/14/2023,70756-215-90,FENOFIBRATE TABLETS USP 160 MG 90'S,Non-controlled,MANKIND PHARMA LTD UNIT-3,V8JKV012,9/30/2025,144,90'S,0,35,0,"5,040.00",0,"5,040.00",Mar-23,LPCAH001,RC0182080,5/31/2023,22913,7/31/2024,1018235,CARDINAL HEALTH-DC LAK# 11,2045 INTERSTATE DRIVE,LAKELAND,FL,30805,,,,,,,,
6040273,3/13/2023,C5319808LAK,20128469,1018223,CARDINAL HEALTH INC,1028300,3/14/2023,70756-407-11,CLOMIPRAMINE HYDROCHLORIDE CAPSULES 75MG,Non-controlled,MANKIND PHARMA LTD UNIT-3,VRJKV001,8/31/2025,12,75MG,0,45,0,540,0,540,Mar-23,LPCAH001,RC0182080,5/31/2023,22913,7/31/2024,1018235,CARDINAL HEALTH-DC LAK# 11,2045 INTERSTATE DRIVE,LAKELAND,FL,30805,,,,,,,,
6040273,3/13/2023,C5319808LAK,20128469,1018223,CARDINAL HEALTH INC,1028300,3/14/2023,70756-206-11,AMITRIPTYLINE HCL TABLETS USP 150MG-100S,Non-controlled,MANKIND PHARMA LTD UNIT-3,Z3JKW001,11/30/2025,24,100'S,0,38.5,0,924,0,924,Mar-23,LPCAH001,RC0182080,5/31/2023,22913,7/31/2024,1018235,CARDINAL HEALTH-DC LAK# 11,2045 INTERSTATE DRIVE,LAKELAND,FL,30805,,,,,,,,
6040273,3/13/2023,C5319808LAK,20128469,1018223,CARDINAL HEALTH INC,1028300,3/14/2023,70756-203-12,AMITRIPTYLINE HCL TABLETS USP 50MG-1000S,Non-controlled,MANKIND PHARMA LTD UNIT-3,0AJKW001,11/30/2025,168,1000'S,0,180,0,"30,240.00",0,"30,240.00",Mar-23,LPCAH001,RC0182080,5/31/2023,22913,7/31/2024,1018235,CARDINAL HEALTH-DC LAK# 11,2045 INTERSTATE DRIVE,LAKELAND,FL,30805,,,,,,,,
6040273,3/13/2023,C5319808LAK,20128469,1018223,CARDINAL HEALTH INC,1028300,3/14/2023,70756-202-12,AMITRIPTYLINE HCL TABLETS USP 25MG-1000S,Non-controlled,MANKIND PHARMA LTD UNIT-3,Z7JKV005,11/30/2025,144,1000'S,0,85,0,"12,240.00",0,"12,240.00",Mar-23,LPCAH001,RC0182080,5/31/2023,22913,7/31/2024,1018235,CARDINAL HEALTH-DC LAK# 11,2045 INTERSTATE DRIVE,LAKELAND,FL,30805,,,,,,,,
6040273,3/13/2023,C5319808LAK,20128469,1018223,CARDINAL HEALTH INC,1028300,3/14/2023,70756-202-11,AMITRIPTYLINE HCL TABLETS USP 25MG-100S,Non-controlled,MANKIND PHARMA LTD UNIT-3,Z6JKV008,11/30/2025,96,100'S,0,8.5,0,816,0,816,Mar-23,LPCAH001,RC0182080,5/31/2023,22913,7/31/2024,1018235,CARDINAL HEALTH-DC LAK# 11,2045 INTERSTATE DRIVE,LAKELAND,FL,30805,,,,,,,,
6040273,3/13/2023,C5319808LAK,20128469,1018223,CARDINAL HEALTH INC,1028300,3/14/2023,70756-701-30,ALOSETRON TABLETS USP 1 MG 30S,Non-controlled,MANKIND PHARMA LTD UNIT-3,Q3JKV005,10/31/2025,12,30'S,0,310,0,"3,720.00",0,"3,720.00",Mar-23,LPCAH001,RC0182080,5/31/2023,22913,7/31/2024,1018235,CARDINAL HEALTH-DC LAK# 11,2045 INTERSTATE DRIVE,LAKELAND,FL,30805,,,,,,,,
6040273,3/13/2023,C5319808LAK,20128469,1018223,CARDINAL HEALTH INC,1028300,3/14/2023,70756-702-30,ALOSETRON TABLETS USP 0.5 MG 30'S,Non-controlled,MANKIND PHARMA LTD UNIT-3,Q0JKV003,10/31/2025,24,30'S,0,155,0,"3,720.00",0,"3,720.00",Mar-23,LPCAH001,RC0182080,5/31/2023,22913,7/31/2024,1018235,CARDINAL HEALTH-DC LAK# 11,2045 INTERSTATE DRIVE,LAKELAND,FL,30805,,,,,,,,
6040273,3/13/2023,C5319808LAK,20128469,1018223,CARDINAL HEALTH INC,1028300,3/14/2023,70756-406-11,CLOMIPRAMINE HYDROCHLORIDE CAPSULES 50MG,Non-controlled,MANKIND PHARMA LTD UNIT-3,VPJKV002,6/30/2025,12,50MG,0,45,0,540,0,540,Mar-23,LPCAH001,RC0182080,5/31/2023,22913,7/31/2024,1018235,CARDINAL HEALTH-DC LAK# 11,2045 INTERSTATE DRIVE,LAKELAND,FL,30805,,,,,,,,
6040273,3/13/2023,C5319808LAK,20128469,1018223,CARDINAL HEALTH INC,1028300,3/14/2023,70756-405-11,CLOMIPRAMINE HYDROCHLORIDE CAPSULES 25MG,Non-controlled,MANKIND PHARMA LTD UNIT-3,VNJKV002,9/30/2025,24,25MG,0,45,0,"1,080.00",0,"1,080.00",Mar-23,LPCAH001,RC0182080,5/31/2023,22913,7/31/2024,1018235,CARDINAL HEALTH-DC LAK# 11,2045 INTERSTATE DRIVE,LAKELAND,FL,30805,,,,,,,,
6040274,3/7/2023,1212849,20128389,1024684,SMITH DRUG COMPANY,1028207,3/14/2023,70756-807-51,LANSOPRAZOLE DELAYED RELEASE CAPSULES30,Non-controlled,Inventia Healthcare Limited,A3IOV012,8/31/2024,12,500,"6,000.00",15.49,0,185.88,0,185.88,Mar-23,LPSDC002,RS0319790,12/31/2023,WD03067,12/31/2024,1024688,SMITH DRUG COMPANY,1104 JONES ROAD,PARAGOULD,AR,72450,,,,,,,,
6040274,3/7/2023,1212849,20128389,1024684,SMITH DRUG COMPANY,1028207,3/14/2023,70756-807-90,LANSOPRAZOLE DELAYED RELEASE CAPSULES 30,Non-controlled,Inventia Healthcare Limited,A2IOV012,6/30/2024,60,90,"5,400.00",3.2,0,192,0,192,Mar-23,LPSDC002,RS0319790,12/31/2023,WD03067,12/31/2024,1024688,SMITH DRUG COMPANY,1104 JONES ROAD,PARAGOULD,AR,72450,,1ZA02E120305144760 1ZA02E120305144760 1ZA02E120305144760,,,,,,
6040274,3/7/2023,1212849,20128389,1024684,SMITH DRUG COMPANY,1028207,3/14/2023,70756-214-90,FENOFIBRATE TABLETS USP 54 MG 90'S,Non-controlled,MANKIND PHARMA LTD UNIT-3,V3JKV005,8/31/2025,96,90'S,0,2.15,0,206.4,0,206.4,Mar-23,LPSDC002,RS0319790,12/31/2023,WD03067,12/31/2024,1024688,SMITH DRUG COMPANY,1104 JONES ROAD,PARAGOULD,AR,72450,,,,,,,,
6040275,3/13/2023,C5318030GBO,20128442,1018223,CARDINAL HEALTH INC,1028279,3/14/2023,70756-605-25,"VERAPAMIL HCL INJECTION, USP 25X2ML",Non-controlled,MANKIND PHARMA LTD UNIT-3,J3JKV007,11/30/2024,25,25X2ML,0,250,0,"6,250.00",0,"6,250.00",Mar-23,LPCAH001,RW0243903,5/31/2023,51,12/31/2023,1018227,CARDINAL HEALTH-DC GBO# 26,4 CARDINAL HEALTH COURT,GREENSBORO,NC,27407,,,,,,,,
